video_date,video_title,video_url,timestamp_start,timestamp_end,timestamp_url,ticker,ticker_raw,company,event_type,action_inferred,confidence_rule_based,quote_segment,context_window,use_for_demo_portfolio,manual_verification_needed
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,19:11,19:27,https://www.youtube.com/watch?v=yAh55g4P79o&t=1151s,NFLX,NFLX,Netflix,sell_or_reduce,sell_or_reduce,0.75,Netflix at a stock price of,really bad quarter at almost the complete low of the company he sold Netflix at a stock price of $220 per share and he lost around $300 million on that position it was such a,False,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,27:59,28:12,https://www.youtube.com/watch?v=yAh55g4P79o&t=1679s,NKE,NKE,Nike,buy_or_add,buy_or_add,0.75,bought Nike this wasn't one that I was,going to make money and I don't say that about every company when Bill acman bought Nike this wasn't one that I was considering buying I never jumped into it I never really wanted to own Nike,True,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,28:10,28:22,https://www.youtube.com/watch?v=yAh55g4P79o&t=1690s,NKE,NKE,Nike,holding_update,hold_or_portfolio_holding,0.65,more than Nike and it's one that I'm,even though Bill Amman just purchased a big position I like uber stock a lot more than Nike and it's one that I'm still seriously considering that's going to be it for this episode hope you,False,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,02:19,02:34,https://www.youtube.com/watch?v=yAh55g4P79o&t=139s,UBER,UBER,Uber,buy_or_add,buy_or_add,0.75,Amman on Uber as of today he reported,got some exciting news we have another validation another endorsement from Bill Amman on Uber as of today he reported that he owns 30.3 Mill shares that they've been buying early this year I'll,True,True
2025-02-07,Why Everyone Is Selling Big Tech,https://www.youtube.com/watch?v=yAh55g4P79o,17:54,18:09,https://www.youtube.com/watch?v=yAh55g4P79o&t=1074s,UBER,UBER,Uber,holding_update,hold_or_portfolio_holding,0.65,Uber this is really exciting to see I'm,has revealed a new position in his portfolio and that is none other than Uber this is really exciting to see I'm actually happy about this because it's just a fun thing when a big time,False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,04:53,05:08,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=293s,AAPL,AAPL,Apple,holding_update,hold_or_portfolio_holding,0.65,Google and Apple all dominant High,as technology dominant growth stocks I also own Salesforce Microsoft asml Google and Apple all dominant High growing tech stocks in the consumer category I have Costco and booking,False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,29:11,29:23,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=1751s,AAPL,AAPL,Apple,sell_or_reduce,sell_or_reduce,0.75,handle Apple intelligence and that's,it's more powerful it has more battery life it has a bigger camera and it can handle Apple intelligence and that's really the biggest selling point of this is It's the cheapest iPhone that can,False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,05:54,06:09,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=354s,AMZN,AMZN,Amazon,holding_update,hold_or_portfolio_holding,0.65,specifically which is Netflix Amazon and,"this one is highly concentrated into five different positions three of them specifically which is Netflix Amazon and Google Netflix alone is a $18,000 position with 63,000 of that",False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,04:58,05:13,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=298s,COST,COST,Costco,holding_update,hold_or_portfolio_holding,0.65,category I have Costco and booking,Google and Apple all dominant High growing tech stocks in the consumer category I have Costco and booking Holdings these two are growth companies all of these companies are growing above,False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,04:51,05:05,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=291s,CRM,CRM,Salesforce,holding_update,hold_or_portfolio_holding,0.65,also own Salesforce Microsoft asml,grow faster than average and I view them as technology dominant growth stocks I also own Salesforce Microsoft asml Google and Apple all dominant High growing tech stocks in the consumer,False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,04:53,05:08,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=293s,GOOGL,GOOG,Alphabet,holding_update,hold_or_portfolio_holding,0.65,Google and Apple all dominant High,as technology dominant growth stocks I also own Salesforce Microsoft asml Google and Apple all dominant High growing tech stocks in the consumer category I have Costco and booking,False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,15:29,15:42,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=929s,GS,GS,Goldman Sachs,buy_or_add,buy_or_add,0.75,slide here this time by Goldman Sachs,after them so this works as another Contra indicator now we get to another slide here this time by Goldman Sachs that illustrates a different way of how much different people are buying stocks,True,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,04:51,05:05,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=291s,MSFT,MSFT,Microsoft,holding_update,hold_or_portfolio_holding,0.65,also own Salesforce Microsoft asml,grow faster than average and I view them as technology dominant growth stocks I also own Salesforce Microsoft asml Google and Apple all dominant High growing tech stocks in the consumer,False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,06:58,07:10,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=418s,MSFT,MSFT,Microsoft,buy_or_add,buy_or_add,0.75,it Microsoft Texas Roadhouse and vichi,money for over a year I'm very bullish on this company and I've bought more of it Microsoft Texas Roadhouse and vichi have been flat for the past 200 days and then after that we get into the green at,True,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,05:54,06:09,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=354s,NFLX,NFLX,Netflix,holding_update,hold_or_portfolio_holding,0.65,specifically which is Netflix Amazon and,"this one is highly concentrated into five different positions three of them specifically which is Netflix Amazon and Google Netflix alone is a $18,000 position with 63,000 of that",False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,30:18,30:33,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=1818s,NFLX,NFLX,Netflix,buy_or_add,buy_or_add,0.75,now finally we get to news that Netflix,company maybe add incrementally to their revenue growth but not much beyond that now finally we get to news that Netflix is eyeing podcasts video podcast as a potential Avenue for growth and,True,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,22:00,22:12,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=1320s,SQ,SQ,Block,holding_update,hold_or_portfolio_holding,0.65,square with Bill Amman is proposing a,ahead and get to some news now the first big news item we have today is persing square with Bill Amman is proposing a $900 million bid to increase their stake in Howard Hughes holding that is a real,False,True
2025-02-19,Bank Of America Warns About Mega Bubble Worse than Dot Com and Nifty Fifty,https://www.youtube.com/watch?v=1fXOnoeiCsc,22:32,22:44,https://www.youtube.com/watch?v=1fXOnoeiCsc&t=1352s,SQ,SQ,Block,buy_or_add,buy_or_add,0.75,persing square will provide a lot of,hathway where retail investors can buy into the stock and then Bill Amman with persing square will provide a lot of resources to the Howard Hughes Corporation and make private deals where,True,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,01:03,01:16,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=63s,AAPL,AAPL,Apple,sell_or_reduce,sell_or_reduce,0.75,there's a few standouts Apple for some,Global Moody's Walmart Costco all of these companies are in the red today there's a few standouts Apple for some reason continues to stay strong investors truly don't want to sell their,False,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,20:25,20:38,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=1225s,AMZN,AMZN,Amazon,buy_or_add,buy_or_add,0.75,is Amazon and I'm literally buying it,Global today the next one that I would point out that I believe is a buy today is Amazon and I'm literally buying it today that's why you see the trade notification right there I am adding,True,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,20:38,20:53,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=1238s,AMZN,AMZN,Amazon,holding_update,hold_or_portfolio_holding,0.65,month ago Amazon was trading for around,"it's already an $85,000 position I'd like to own more of this company just a month ago Amazon was trading for around $240 per share for example we can look at the year to date and it's down almost",False,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,24:04,24:19,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=1444s,F,F,Ford,holding_update,hold_or_portfolio_holding,0.65,Ford PE ratio which is the cheapest it's,just grows in line of expectations for the next 2 years you own it for a 27 Ford PE ratio which is the cheapest it's ever been historically on an Enterprise to EA valuation it's also the cheapest,False,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,01:10,01:23,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=70s,GOOGL,GOOG,Alphabet,sell_or_reduce,sell_or_reduce,0.75,Apple shares and Google's having a,reason continues to stay strong investors truly don't want to sell their Apple shares and Google's having a slight bounce back after a major sell down even meta after its incredible win,False,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,27:10,27:23,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=1630s,GOOGL,GOOG,Alphabet,buy_or_add,buy_or_add,0.85,Google this is a strong buy for me today,as a buy next up is a company that's new to the passive income portfolio we have Google this is a strong buy for me today it's a company that I've actively been buying at this exact share price Google,True,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,27:21,27:37,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=1641s,GOOGL,GOOG,Alphabet,holding_update,hold_or_portfolio_holding,0.65,you see that we're flat on Google and I,"is now a $ 42,700 position with $96 in the green do you see that we're flat on Google and I feel great about that because I believe every share I own every dollar of this",False,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,01:14,01:30,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=74s,META,META,Meta Platforms,sell_or_reduce,sell_or_reduce,0.75,down even meta after its incredible win,Apple shares and Google's having a slight bounce back after a major sell down even meta after its incredible win streak is having a massive selloff the S&P 500 is down only 3% over the past,False,True
2025-03-04,"The Tariff War Begins, Here's What I'm Buying",https://www.youtube.com/watch?v=2mZKxmJHVMo,13:31,13:44,https://www.youtube.com/watch?v=2mZKxmJHVMo&t=811s,NFLX,NFLX,Netflix,buy_or_add,buy_or_add,0.75,benchmarks is mostly because of Netflix,fund and the reason that it's outperformed comparatively the benchmarks is mostly because of Netflix buying in the top holding of Netflix created huge Alpha and it was not just,True,True
2025-03-14,I Just Trimmed Two Stocks And Bought One,https://www.youtube.com/watch?v=jiWY7p8-8Vo,03:27,03:39,https://www.youtube.com/watch?v=jiWY7p8-8Vo&t=207s,AAPL,AAPL,Apple,sell_or_reduce,sell_or_reduce,0.75,that I'm trimming is Apple I'm taking,have another company that I'm trimming and then the one that I'm buying the one that I'm trimming is Apple I'm taking even more gains out of this company and I'm trimming it further so to review,False,True
2025-03-14,I Just Trimmed Two Stocks And Bought One,https://www.youtube.com/watch?v=jiWY7p8-8Vo,05:34,05:48,https://www.youtube.com/watch?v=jiWY7p8-8Vo&t=334s,AAPL,AAPL,Apple,buy_or_add,buy_or_add,0.75,"that is $4,000 from Apple that's $3,000","completely flat it's gone nowhere and I'm raising my stake in it by $88,000 that is $4,000 from Apple that's $3,000 from vich and then another $1,000 in cash I'm buying more asml today because",True,True
2025-03-14,I Just Trimmed Two Stocks And Bought One,https://www.youtube.com/watch?v=jiWY7p8-8Vo,19:00,19:14,https://www.youtube.com/watch?v=jiWY7p8-8Vo&t=1140s,AAPL,AAPL,Apple,holding_update,hold_or_portfolio_holding,0.65,all aspects of Apple intelligence demoed,writing tools and email adjustments that type of stuff but he says we didn't see all aspects of Apple intelligence demoed none of the more personalized Ser features the ones that apple in its own,False,True
2025-03-14,I Just Trimmed Two Stocks And Bought One,https://www.youtube.com/watch?v=jiWY7p8-8Vo,25:14,25:24,https://www.youtube.com/watch?v=jiWY7p8-8Vo&t=1514s,AMZN,AMZN,Amazon,sell_or_reduce,sell_or_reduce,0.75,another one which is Amazon I,pick I thought at 60 thing it was way dislocated I think you now may have another one which is Amazon I particularly like Amazon with the sell off here we just bumped it up to be our,False,True
2025-03-14,I Just Trimmed Two Stocks And Bought One,https://www.youtube.com/watch?v=jiWY7p8-8Vo,25:45,25:58,https://www.youtube.com/watch?v=jiWY7p8-8Vo&t=1545s,AMZN,AMZN,Amazon,buy_or_add,buy_or_add,0.75,are Uber and uh and Amazon he still has,with my two most interesting price points right here are um you know are are Uber and uh and Amazon he still has Uber as one of his top picks which I also agree I think Uber is undervalued,True,True
2025-03-14,I Just Trimmed Two Stocks And Bought One,https://www.youtube.com/watch?v=jiWY7p8-8Vo,13:33,13:46,https://www.youtube.com/watch?v=jiWY7p8-8Vo&t=813s,KO,KO,Coca-Cola,buy_or_add,buy_or_add,0.75,like Pepsi and Coca-Cola the most,companies multiples to compress investors seek Safe Haven stocks stuff like Pepsi and Coca-Cola the most conservative companies in the market investors also buy increasingly into,True,True
2025-03-14,I Just Trimmed Two Stocks And Bought One,https://www.youtube.com/watch?v=jiWY7p8-8Vo,13:33,13:46,https://www.youtube.com/watch?v=jiWY7p8-8Vo&t=813s,PEP,PEP,PepsiCo,buy_or_add,buy_or_add,0.75,like Pepsi and Coca-Cola the most,companies multiples to compress investors seek Safe Haven stocks stuff like Pepsi and Coca-Cola the most conservative companies in the market investors also buy increasingly into,True,True
2025-03-14,I Just Trimmed Two Stocks And Bought One,https://www.youtube.com/watch?v=jiWY7p8-8Vo,25:45,25:58,https://www.youtube.com/watch?v=jiWY7p8-8Vo&t=1545s,UBER,UBER,Uber,buy_or_add,buy_or_add,0.75,are Uber and uh and Amazon he still has,with my two most interesting price points right here are um you know are are Uber and uh and Amazon he still has Uber as one of his top picks which I also agree I think Uber is undervalued,True,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,06:13,06:26,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=373s,ADBE,ADBE,Adobe,buy_or_add,buy_or_add,0.75,adobe's also doing a strategy of buying,total performance obligation we have continued growth 12% year-over-year adobe's also doing a strategy of buying back a ton of shares with their free cash that they're generating right now,True,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,10:36,10:50,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=636s,NKE,NKE,Nike,buy_or_add,buy_or_add,0.75,overall Nike is an excellent company it,again shows that this company is the cheapest it's been over the past 5 years overall Nike is an excellent company it trades at a historically low valuation if investors wanted to buy in this,True,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,12:29,12:42,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=749s,PYPL,PYPL,PayPal,buy_or_add,buy_or_add,0.75,PayPal and square quantitatively it,these highly specialized companies are taking market share from companies like PayPal and square quantitatively it looks like a buy but qualitatively it still looks a little too risky for me,True,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,12:29,12:42,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=749s,SQ,SQ,Block,buy_or_add,buy_or_add,0.75,PayPal and square quantitatively it,these highly specialized companies are taking market share from companies like PayPal and square quantitatively it looks like a buy but qualitatively it still looks a little too risky for me,True,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,18:19,18:33,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=1099s,TGT,TGT,Target,buy_or_add,buy_or_add,0.75,Target is one of them leave the,here at Post 9 to discuss he's got a buy rating on Tesla $550 price Target is one of them leave the department of government efficiency to come back and focus on Tesla I mean look,True,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,17:03,17:16,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=1023s,TSLA,TSLA,Tesla,buy_or_add,buy_or_add,0.75,considering buying a Tesla vehicle sales,people saying especially in places like Germany that they're no longer considering buying a Tesla vehicle sales continue to slump all across Europe specifically because of Elon musk's,True,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,19:38,19:51,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=1178s,TSLA,TSLA,Tesla,holding_update,hold_or_portfolio_holding,0.65,from Tesla shareholders they own the,because to to some extent when you look at the frustration that you're hearing from Tesla shareholders they own the stock not to get into this political sort of Crossfire lightning rod now,False,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,13:43,13:55,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=823s,UBER,UBER,Uber,holding_update,hold_or_portfolio_holding,0.65,business and Uber will remain the,to look like there's going to be multiple players in the robo taxi business and Uber will remain the largest aggregator that's an enviable position to be in so Uber's a company,False,True
2025-03-20,The Four Deepest Value Stocks In The Market,https://www.youtube.com/watch?v=VBYqbfLgcTw,13:46,13:59,https://www.youtube.com/watch?v=VBYqbfLgcTw&t=826s,UBER,UBER,Uber,buy_or_add,buy_or_add,0.75,position to be in so Uber's a company,business and Uber will remain the largest aggregator that's an enviable position to be in so Uber's a company that I believe is still a buy today between the four value stocks Adobe Nike,True,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,08:52,09:03,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=532s,AMZN,AMZN,Amazon,buy_or_add,buy_or_add,0.75,or confidence to spend Amazon will earn,recession or unemployment goes up and people don't have as much buying power or confidence to spend Amazon will earn less money they'll earn less Revenue so of course,True,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,09:01,09:13,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=541s,AMZN,AMZN,Amazon,holding_update,hold_or_portfolio_holding,0.65,every company like Amazon as an,that will affect Amazon but the bigger more important picture here is that every company like Amazon as an investment shouldn't be viewed in isolation Amazon is not just its own,False,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,03:19,03:31,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=199s,COST,COST,Costco,holding_update,hold_or_portfolio_holding,0.65,category Costco and booking Holdings,has always been volatile but right now the dip continues in the consumer category Costco and booking Holdings have held up rather well Costco continues to trade at a relative premium,False,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,02:54,03:08,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=174s,CRM,CRM,Salesforce,buy_or_add,buy_or_add,0.75,additions Salesforce Google and asml,back a bit the other companies that are in the red are my three most recent additions Salesforce Google and asml I've bought all of these companies recently within the past year so,True,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,02:54,03:08,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=174s,GOOGL,GOOG,Alphabet,buy_or_add,buy_or_add,0.75,additions Salesforce Google and asml,back a bit the other companies that are in the red are my three most recent additions Salesforce Google and asml I've bought all of these companies recently within the past year so,True,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,01:38,01:51,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=98s,GS,GS,Goldman Sachs,buy_or_add,buy_or_add,0.75,with Goldman Sachs towards an IPO and I,to IPO currently the company is a privately owned company they are working with Goldman Sachs towards an IPO and I want to go over why if this happens I will likely be buying shares of this IPO,True,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,02:42,02:54,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=162s,MSFT,MSFT,Microsoft,sell_or_reduce,sell_or_reduce,0.75,companies are selling off Microsoft is,bigger issues are when we get into the tech category a lot of technology companies are selling off Microsoft is trading down the gains in this one used to be a little bit higher Microsoft was,False,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,09:55,10:07,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=595s,NFLX,NFLX,Netflix,holding_update,hold_or_portfolio_holding,0.65,Netflix subscription over other forms of,majority of families can afford that and they'll continue to prioritize their Netflix subscription over other forms of expensive entertainment so having a portfolio of value oriented offerings,False,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,24:11,24:25,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=1451s,SHOP,SHOP,Shopify,sell_or_reduce,sell_or_reduce,0.75,different companies like Shopify where,circumvent them they have their own payment Gateway so while you have different companies like Shopify where creators can sell physical Goods you sign up a Shopify account and you can,False,True
2025-03-28,The Stock Market May Be In Serious Trouble,https://www.youtube.com/watch?v=JvBIqN9sDiM,10:45,10:59,https://www.youtube.com/watch?v=JvBIqN9sDiM&t=645s,TSLA,TSLA,Tesla,sell_or_reduce,sell_or_reduce,0.75,supposed to be a big competitor to Tesla,Nicola this EV company in fact it was a hydrogen vehicle company and it was supposed to be a big competitor to Tesla the only problem is they weren't really selling any Vehicles they didn't really,False,True
2025-04-07,The Tariff Chaos Continues To Unfold,https://www.youtube.com/watch?v=SFCdbKI5D5U,32:10,32:24,https://www.youtube.com/watch?v=SFCdbKI5D5U&t=1930s,AAPL,AAPL,Apple,buy_or_add,buy_or_add,0.75,"companies, to buy ones like Apple, to","deposits into my portfolio. one of $500 and another of $2,000. This is to buy companies, to buy ones like Apple, to buy ones like Microsoft, these companies that were incredibly discounted. Now, I",True,True
2025-04-07,The Tariff Chaos Continues To Unfold,https://www.youtube.com/watch?v=SFCdbKI5D5U,21:42,21:56,https://www.youtube.com/watch?v=SFCdbKI5D5U&t=1302s,AMZN,AMZN,Amazon,buy_or_add,buy_or_add,0.75,"$20,000 of Amazon. That is the most","throughout the week. In fact, in just the past 5 days, I've bought over $20,000 of Amazon. That is the most aggressive pace I've bought that company since the lows of 2022. Overall, I'm",True,True
2025-04-07,The Tariff Chaos Continues To Unfold,https://www.youtube.com/watch?v=SFCdbKI5D5U,21:31,21:42,https://www.youtube.com/watch?v=SFCdbKI5D5U&t=1291s,GOOGL,GOOG,Alphabet,buy_or_add,buy_or_add,0.75,"Google, buying another $3,000 of this","simultaneously, while I'm buying Equifax, I'm increasing my stake in Google, buying another $3,000 of this stock. in the story fund. I don't have any buys going through today, but I'll",True,True
2025-04-07,The Tariff Chaos Continues To Unfold,https://www.youtube.com/watch?v=SFCdbKI5D5U,32:13,32:26,https://www.youtube.com/watch?v=SFCdbKI5D5U&t=1933s,MSFT,MSFT,Microsoft,buy_or_add,buy_or_add,0.75,"buy ones like Microsoft, these companies","and another of $2,000. This is to buy companies, to buy ones like Apple, to buy ones like Microsoft, these companies that were incredibly discounted. Now, I didn't know when the bottom was, and you",True,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,10:33,10:45,https://www.youtube.com/watch?v=bFX_V4thElg&t=633s,BRK-A,BRK.A,Berkshire Hathaway,holding_update,hold_or_portfolio_holding,0.65,that Warren Buffett has held for years.,further escalation to extreme levels of escalation leading down to one concern that Warren Buffett has held for years. Remember there is a short time period where Warren Buffett owned TSM. He,False,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,10:37,10:50,https://www.youtube.com/watch?v=bFX_V4thElg&t=637s,BRK-A,BRK.A,Berkshire Hathaway,buy_or_add,buy_or_add,0.75,where Warren Buffett owned TSM. He,that Warren Buffett has held for years. Remember there is a short time period where Warren Buffett owned TSM. He bought into the stock. A lot of investors were very excited about it,True,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,10:45,10:58,https://www.youtube.com/watch?v=bFX_V4thElg&t=645s,BRK-A,BRK.A,Berkshire Hathaway,sell_or_reduce,sell_or_reduce,0.75,only a few months later Warren Buffett,investors were very excited about it because TSM is a great company and then only a few months later Warren Buffett sold completely out of the holding and in fact the holding was trading right,False,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,10:33,10:45,https://www.youtube.com/watch?v=bFX_V4thElg&t=633s,BRK-B,BRK.B,Berkshire Hathaway,holding_update,hold_or_portfolio_holding,0.65,that Warren Buffett has held for years.,further escalation to extreme levels of escalation leading down to one concern that Warren Buffett has held for years. Remember there is a short time period where Warren Buffett owned TSM. He,False,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,10:37,10:50,https://www.youtube.com/watch?v=bFX_V4thElg&t=637s,BRK-B,BRK.B,Berkshire Hathaway,buy_or_add,buy_or_add,0.75,where Warren Buffett owned TSM. He,that Warren Buffett has held for years. Remember there is a short time period where Warren Buffett owned TSM. He bought into the stock. A lot of investors were very excited about it,True,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,10:45,10:58,https://www.youtube.com/watch?v=bFX_V4thElg&t=645s,BRK-B,BRK.B,Berkshire Hathaway,sell_or_reduce,sell_or_reduce,0.75,only a few months later Warren Buffett,investors were very excited about it because TSM is a great company and then only a few months later Warren Buffett sold completely out of the holding and in fact the holding was trading right,False,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,09:07,09:20,https://www.youtube.com/watch?v=bFX_V4thElg&t=547s,META,META,Meta Platforms,buy_or_add,buy_or_add,0.75,buying Instagram. Mark Zuckerberg called,lawsuit with fines of up to $30 billion by enhancing their so-called monopoly by buying Instagram. Mark Zuckerberg called the head of the Federal Trade Commission in late March with an offer. He would,True,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,01:20,01:32,https://www.youtube.com/watch?v=bFX_V4thElg&t=80s,NFLX,NFLX,Netflix,buy_or_add,buy_or_add,0.75,very unique news that Netflix had,We'll be going over why Bill Aman is buying this company. We also have some very unique news that Netflix had internal guidance leaked to the public of what the executives expect over the,True,True
2025-04-16,The Trade War Just Got A Lot Worse,https://www.youtube.com/watch?v=bFX_V4thElg,00:42,00:55,https://www.youtube.com/watch?v=bFX_V4thElg&t=42s,NVDA,NVDA,Nvidia,sell_or_reduce,sell_or_reduce,0.75,"that Nvidia's now blocked, completely","dramatic. The latest move in this battle is the Trump administration announced that Nvidia's now blocked, completely blocked, from selling their H20 chips to China. These were up until now, the",False,True
